timestamp,equity
2024-08-14 13:29:00,10000.16
2024-08-19 16:03:00,10000.624
2024-08-21 09:29:00,10000.164
2024-08-23 09:15:00,9999.264
2024-08-26 06:44:00,9998.175
2024-08-26 13:30:00,9997.617
2024-08-27 14:22:00,9997.041
2024-08-28 08:06:00,9996.131
2024-08-28 12:07:00,9996.626
2024-08-29 13:22:00,9997.715
2024-08-29 14:02:00,9997.346
2024-08-29 17:32:00,9997.544
2024-08-30 10:51:00,9997.7825
2024-09-01 23:40:00,9997.3125
2024-09-03 12:20:00,9997.4125
2024-09-04 09:43:00,9997.7325
2024-09-04 12:11:00,9998.5965
2024-09-04 13:07:00,9998.3965
2024-09-04 13:48:00,9997.8205
2024-09-09 07:32:00,9997.9205
2024-09-11 14:32:00,9997.4005
2024-09-12 15:27:00,9996.8085
2024-09-13 08:57:00,9997.2765
2024-09-13 13:46:00,9997.5555
2024-09-15 22:09:00,9997.6595
2024-09-16 10:58:00,9997.4595
2024-09-16 15:46:00,9997.5695
2024-09-17 10:56:00,9997.7405
2024-09-17 16:33:00,9997.5245
2024-09-18 08:38:00,9997.3245
2024-09-18 14:21:00,9997.6445
2024-09-19 15:10:00,9997.7885
2024-09-20 08:52:00,9997.991
2024-09-20 15:01:00,9997.604
2024-09-20 16:21:00,9997.364
2024-09-24 01:12:00,9997.164
2024-09-24 14:01:00,9997.548
2024-09-24 14:11:00,9997.648
2024-09-24 14:34:00,9997.448
2024-09-24 14:57:00,9997.628
2024-09-24 15:29:00,9997.853
2024-09-25 13:05:00,9998.006
2024-09-25 13:42:00,9998.106
2024-09-26 09:22:00,9998.426
2024-09-26 09:45:00,9998.226
2024-09-26 09:53:00,9998.334
2024-09-26 15:29:00,9997.713
2024-09-30 08:00:00,9997.83
2024-09-30 11:21:00,9997.62
2024-09-30 15:16:00,9997.724
2024-09-30 17:41:00,9997.524
2024-10-01 11:02:00,9997.119
2024-10-01 13:38:00,9997.319
2024-10-01 14:06:00,9997.639
2024-10-01 18:16:00,9997.739
2024-10-02 13:37:00,9998.135
2024-10-03 08:25:00,9997.935
2024-10-03 09:52:00,9998.035
2024-10-03 14:27:00,9997.738
2024-10-04 13:02:00,9998.026
2024-10-04 18:14:00,9998.282
2024-10-04 19:02:00,9998.392
2024-10-06 22:00:00,9998.192
2024-10-08 13:44:00,9997.882
2024-10-08 14:26:00,9997.108
2024-10-09 11:18:00,9996.908
2024-10-09 12:52:00,9997.292
2024-10-09 13:35:00,9996.862
2024-10-09 15:22:00,9996.614
2024-10-10 12:13:00,9996.803
2024-10-11 08:40:00,9996.903
2024-10-14 07:06:00,9996.703
2024-10-14 07:40:00,9996.8673
2024-10-14 08:32:00,9996.9673
2024-10-14 09:53:00,9996.6073
2024-10-14 10:20:00,9996.8008
2024-10-16 08:08:00,9996.9008
2024-10-18 19:36:00,9997.0988
2024-10-21 08:37:00,9997.1988
2024-10-21 09:11:00,9997.2988
2024-10-21 10:34:00,9997.0988
2024-10-21 12:38:00,9996.8988
2024-10-22 13:56:00,9996.6988
2024-10-23 09:17:00,9996.7988
2024-10-23 10:26:00,9996.5108
2024-10-23 10:50:00,9996.6728
2024-10-24 11:37:00,9996.4728
2024-10-24 16:17:00,9996.5728
2024-10-24 18:48:00,9996.6728
2024-10-29 08:00:00,9996.4728
2024-10-30 06:34:00,9995.9608
2024-10-31 07:32:00,9995.7608
2024-10-31 13:05:00,9995.8608
2024-10-31 15:36:00,9995.9608
2024-10-31 16:36:00,9995.7608
2024-10-31 17:30:00,9995.5408
2024-10-31 18:39:00,9995.3408
2024-11-01 11:10:00,9995.4458
2024-11-01 11:50:00,9995.5718
2024-11-01 14:22:00,9995.3718
2024-11-04 14:44:00,9995.5698
2024-11-05 07:17:00,9995.6698
2024-11-05 18:32:00,9995.4698
2024-11-05 18:55:00,9995.5778
2024-11-06 08:01:00,9995.7098
2024-11-06 10:07:00,9995.8098
2024-11-06 14:33:00,9995.6098
2024-11-07 08:39:00,9995.4098
2024-11-07 14:54:00,9995.5098
2024-11-10 23:00:00,9995.6098
2024-11-11 08:38:00,9995.4098
2024-11-11 13:27:00,9995.2098
2024-11-12 02:44:00,9995.5618
2024-11-12 07:27:00,9995.6618
2024-11-12 08:35:00,9995.7618
2024-11-12 11:48:00,9995.8618
2024-11-12 12:27:00,9996.0238
2024-11-12 14:07:00,9996.1238
2024-11-13 12:14:00,9995.9238
2024-11-13 16:04:00,9995.7238
2024-11-15 09:01:00,9995.8238
2024-11-15 09:35:00,9995.9238
2024-11-15 10:01:00,9995.7238
2024-11-15 11:43:00,9995.5238
2024-11-18 08:15:00,9995.3238
2024-11-18 09:49:00,9995.1238
2024-11-18 10:35:00,9995.2278
2024-11-19 09:16:00,9995.3278
2024-11-19 09:28:00,9995.4278
2024-11-19 15:24:00,9995.5278
2024-11-20 10:44:00,9995.6278
2024-11-21 11:45:00,9995.7278
2024-11-21 14:44:00,9995.8278
2024-11-21 14:56:00,9995.9278
2024-11-21 15:28:00,9996.0278
2024-11-22 15:47:00,9995.8278
2024-11-25 08:38:00,9995.9278
2024-11-25 15:56:00,9996.0278
2024-11-26 07:43:00,9995.8278
2024-11-26 08:32:00,9995.6278
2024-11-27 19:28:00,9995.4278
2024-11-28 15:16:00,9995.5278
2024-11-28 16:18:00,9995.3278
2024-11-29 12:28:00,9995.1278
2024-12-02 08:24:00,9994.9278
2024-12-02 09:03:00,9994.7278
2024-12-02 20:09:00,9994.8278
2024-12-04 08:55:00,9994.6278
2024-12-04 16:28:00,9994.7313
2024-12-04 17:39:00,9994.8313
2024-12-05 18:07:00,9994.9313
2024-12-06 17:42:00,9995.1193
2024-12-09 08:13:00,9994.9193
2024-12-09 08:21:00,9994.7193
2024-12-09 08:34:00,9994.8193
2024-12-09 10:10:00,9994.6193
2024-12-09 13:53:00,9994.4193
2024-12-09 13:56:00,9994.5393
2024-12-09 19:54:00,9994.3393
2024-12-10 02:47:00,9994.1393
2024-12-10 07:41:00,9994.2393
2024-12-11 14:57:00,9994.3393
2024-12-11 15:50:00,9994.4393
2024-12-11 16:30:00,9994.5393
2024-12-11 16:47:00,9994.3393
2024-12-12 11:13:00,9994.1393
2024-12-12 13:48:00,9994.2393
2024-12-12 14:03:00,9994.0393
2024-12-12 16:15:00,9994.1393
2024-12-13 13:53:00,9994.2393
2024-12-16 07:47:00,9994.3393
2024-12-16 09:18:00,9994.4393
2024-12-16 10:44:00,9994.5393
2024-12-16 13:33:00,9994.6393
2024-12-16 19:30:00,9994.7393
2024-12-17 15:32:00,9994.8393
2024-12-19 07:55:00,9994.9393
2024-12-19 09:03:00,9994.7393
2024-12-19 13:00:00,9994.8393
2024-12-20 08:40:00,9994.9393
2024-12-20 10:32:00,9995.0393
2024-12-20 12:50:00,9994.8393
2024-12-20 14:06:00,9994.6393
